post_id	text	date	num_comments	num_likes	num_reposts	attachment_types
150141	«Мы становимся свидетелями информационной войны. Когда война идет даже не за имидж страны, а против своих граждан — это приведет к деструктивным процессам в обществе», — заявил экс-министр финансов Алексей Кудрин. Напомним, сегодня в центре Москвы вывесили очередной баннер с «пятой колонной», только там добавилось лицо Кудрина.	2015-04-24 22:01:05	30	101	18	photo,link
150117	«Партия прогресса» Алексея Навального обратилась в Следственный комитет с требованием возбудить уголовное дело против главы Чечни Рамзана Кадырова из-за его высказываний о возможности стрельбы по силовикам из других регионов. Об этом сообщается на сайте партии в пятницу, 24 апреля.	2015-04-24 21:16:04	22	127	18	photo,link
150102	Алексей Навальный: «НТВшники совсем уже упоролись. Бегают за мной по улице с камерой и вопросом: ЗАЧЕМ ВЫ ТОЛЬКО ЧТО ВСТРЕЧАЛИСЬ С ПОСЛОМ ВЕНГРИИ?»	2015-04-24 21:01:03	13	112	9	photo,link
150084	Илья Яшин: «Путин стал заложником Кадырова, но еще хуже, что он сделал нас всех заложником этого человека. Если власти не решат проблему Кадырова в обозримой перспективе, все это закончится новой большой кровью и непредсказуемыми последствиями. И отвечать за это — Путину». Полный текст читайте в блоге Яшина на Эхе.	2015-04-24 19:30:33	12	144	30	photo,link
150075	История о том, как легко обходить законодательство в части финансирования предвыборных кампаний из офшоров. И как этими лазейками воспользовались губернатор Липецкой области и агропромышленные предприятия, его спонсировавшие и не оставшиеся в накладе от своего спонсорства.	2015-04-24 18:01:16	5	38	7	photo,link
150061	Генпрокуратура принесла официальные извинения Светлане Давыдовой, ранее обвиненной в государственной измене. Обратите внимание на формулировки в письме.	2015-04-24 17:00:57	12	66	7	photo,link
150047	В любой жизненной ситуации нужно оставаться человеком с чувствами, отличающими нас остальных живых существ — милосердием и способностью сопереживать. История по ссылке — как раз об этом. Очень просим вас не проходить мимо и, если не поучаствовать самим, то рассказать друзьям посредством репоста. Спасибо!	2015-04-24 15:30:09	1	40	10	photo,link
150024	Дворкович поручил банкам и министерствам помочь сети «Едим дома!» Сети национального фастфуда помогут кто чем может. Банки дадут денег, власти — помещения. То, что проектом такого масштаба займутся люди, не имеющие ни одного успешного проекта в этой области, власть абсолютно не смущает.	2015-04-24 14:08:23	18	92	20	photo,link
150015	Наверняка многие слышали о позорных выборах в Новом Девяткино, где победу своему кандидату ЕР обеспечила только мухлежом с досрочным голосованием. Сергей Кузин, победивший по факту, не опускает рук и продолжает выводить жуликов на чистую воду. Например, Сергея Бебенина, чья дочь учится в Лондоне, что является прямым нарушением закона о гостайне.	2015-04-24 11:30:08	21	72	16	photo,link
149994	Продуктовая инфляция в России оказалась в 17 раз выше европейской.	2015-04-24 09:00:52	10	171	38	photo,link
149987	Расследование Навального о дворце Путина: управляющие получили теплые государственные должности, дома, гражданство и банки.	2015-04-24 07:30:20	2	127	29	photo,link
149964	Прокурор потребовал дать Евгении Васильевой условный срок, лишить ордена почета и оштрафовать на миллион рублей. За ущерб на 800 млн.pуб. — самое то.	2015-04-24 00:03:55	20	176	47	photo,link
149954	Скощухи не будет, а неприкасаемых нет.	2015-04-23 23:00:20	9	63	7	photo,link
149949	Минюст Пермского края признал иностранным агентом уникальный по своей исторической ценности, единственный в своем роде музей политических репрессий «Пермь-36». Похоже, нас методично пытаются заставить забыть об ужасах сталинского режима, и это — очередной шажок к намеченной цели.	2015-04-23 22:00:22	3	193	52	photo,link
149941	Журналиста Первого канала сегодня поймали за поджиганием травы в Хакасии. Он объяснил, что поджигал, потому что ему нужно было снять фон.	2015-04-23 21:00:42	1	151	31	photo,link
149913	До очередного маразма додумались в Госдуме на пару с МВД. Они призывают бороться с бурно развивающимся рынком недорогих гостиниц — хостелов. По их мнению, они — рассадник пороков и худшее, что есть на свете. В связи с этим — опрос:	2015-04-23 20:01:20	32	48	14	photo,link,poll
149908	Долгие годы занимавший пост спикера Мосгордумы единоросс Владимир Платонов отказался от своей липовой докторской, чему немало поспособствовали чудесные ребята из Диссернета. Поздравляем их! А депутату хотя бы хватило совести (есть такая штука, хоть и на грани исчезновения), чтобы признаться и отозвать свою степень. Пример для всех пойманных на плагиате в научных работах, коих немало!	2015-04-23 19:00:53	0	98	15	photo,link
149894	Аналитик СМИ Стивен Эннис посмотрел выпуски новостей российских телеканалов и обнаружил в них намеренную дезинформацию и манипулирование сознанием зрителей.	2015-04-23 18:00:45	1	166	24	photo,link
149883	«Либералы развалили страну» и другие мифы о российской экономике —  в статье РБК. А мы предлагаем вам опрос на самый популярный миф из серии антирусского заговора.	2015-04-23 17:00:13	19	28	4	photo,link,poll
149870	Сечин тут разразился критикой в адрес Минприроды. Они, мол, западные санкции против него поддерживают. И еще одновременно лоббируют интересы частных нефтяных компаний. Не хочет Игорь Иванович шельфом арктическим делиться.	2015-04-23 16:01:00	12	49	5	photo,link
149846	Минфин все продолжает искать пути, как бы сэкономить на здравоохранении и образовании, урезать их финансирование. Несмотря на то, что становится от их действий только хуже. Вообще, это все напоминаем скороговорку про лавирование кораблей:	2015-04-23 14:00:56	3	54	12	photo,link
149816	Кадыров приказал стрелять в любых силовиков (хоть федеральных, хоть из других регионов), которые без согласования с властями Чечни будут проводить какие-то операции в республике. Видео удалили не отовсюду: https://m.youtube.com/watch?v=EZNm1dAr5Y0	2015-04-23 12:53:09	48	106	30	photo
149802	Заседание суда по изменению меры пресечения Алексею Навальному перенесено на 13 мая, 16.00. «Перенос состоялся по техническим причинам. Видимо, суд хочет соблюсти все формальные процедуры, что мы впоследствии не смогли обжаловать решение суда по процессуальным причинам».	2015-04-23 11:25:49	8	57	16	video,link
149765	У здания Люблинского суда, где будет рассмотрено дело Навального, усилены меры безопасности.	2015-04-23 09:49:54	18	55	5	photo,link
149747	Алексею Навальному могут заменить условный срок на реальный. Заседание по этому вопросу состоится сегодня в 10.00 в Люблинском суде.	2015-04-23 09:00:41	25	103	29	photo,link
149737	Наши планы: выборы в ГосДуму в 2016 году на базе ПАРНАС. Наши ближайшие планы: шесть избирательных кампаний в трех регионах: Калужская область, Костромская область, Новосибирская область. В каждом из этих регионов идут и областные, и городские выборы. Три очень разных региона, где мы обкатаем программы, подходы и технологии, которые можно будет применить в 2016 по всей стране.	2015-04-23 07:30:15	10	86	11	video,link
149711	Мало нам превращения милиции в полицию, нужно больше ада. Депутат от Справедливой России предложила переименовать МВД в ВЧК. Зачем эти промежуточные стадии, уж сразу — в НКВД, не надо стесняться.	2015-04-23 01:30:02	8	203	37	photo
149687	Коалиция партий Навального и Касьянова пойдёт на выборы в парламенты трёх регионов: Новосибирской, Костромской и Калужской областей. Первый этап — праймериз.	2015-04-23 00:00:30	15	93	5	photo,link
149672	Очередной физик-ядерщик арестован и отправлен в изолятор: 66-летнего Владимира Голубева обвиняют в разглашении гостайны. Это уже шестой ученый, которого посадили за «измену родине». На фото, например, выдающийся физик Владимир Данилов, крупнейший в России специалист по космической плазме, он отсидел 8 лет.	2015-04-22 23:00:05	19	90	27	photo,link
149669	«Ведомости»: Путинская система управления — это классическая система семейного бизнеса. Однако в мире большие семейные фирмы, которые плохо управляются, зачастую поглощаются небольшими инвестбанками. В России есть одна партия инвестбанковского типа — Партия прогресса Навального. Ключевое отличие инвестбанковской партии от прочих — это умение привлекать лучших из лучших. Как только Навальному удалось добраться до выборов, он показал, что может мгновенно завоевывать их, несмотря на очевидное неравенство в медийных, административных и финансовых ресурсах.	2015-04-22 22:00:20	12	203	30	photo,link
149666	С 2011 по 2015 года РФ потратила на патриотическое воспитание полмиллиарда, пишет журнал «Коммерсантъ-Деньги». В следующие пять лет эту сумму планируется увеличить втрое.	2015-04-22 21:00:23	3	40	5	photo,link
149662	В России о ветеранах ВОВ власти вспоминают один раз в год — в преддверии 9 мая. Зато о себе они помнят круглый год. Почитайте, как Управделами Президента, прикрываясь юбилеем Победы, распилили 18 миллионов на сувенирную продукцию для 2500 журналистов.	2015-04-22 20:00:30	1	90	32	photo,link
149657	Ребята из «Открытой России» побывали в пострадавшей от лесных пожаров Хакасии. Видео, фото и разговоры с волонтерами, помогающими людям.	2015-04-22 19:00:56	0	54	15	photo,link
149656	Интервью «Медузе» дочери контр-адмирала Вячеслава Апанасенко, застрелившегося в феврале 2014 года из-за отсутствия обезболивающих препаратов и попросившего в своей смерти «никого не винить, кроме нынешнего Минздрава и Правительства».	2015-04-22 18:00:48	0	54	16	photo,link
149650	У секретаря Совбеза Патрушева, видимо, начинается паранойя. Он призвал власти приграничных районов получше следить за границей с Украиной, опасаясь националистов. Ранее его беспокоили националисты финские.	2015-04-22 17:00:43	5	60	6	photo,link
149640	После недавних возмутительных новостей о сокращении на 2,2 млрд ущерба по делу Оборонсервиса и выходе из дела в качестве потерпевших одноименной структуры и Минобороны, СМИ стало известно, что недолго музыка играла на улице Васильевой.	2015-04-22 16:00:49	5	51	7	photo,link
149634	Зачастую случается так, что про при новой власти вскрываются огрехи старой. Что, впрочем, отнюдь не означает улучшения обстановки в регионе. Примерно так и произошло в Самарской области.	2015-04-22 15:00:40	0	31	5	photo,link
149626	Власть обнаружила, что фильтры Роскомнадзора легко обойти, и занялась разработкой файрвола с более широкими возможностями, на который понадобятся миллиарды рублей. В стране алкоголизм, наркомания, безработица, куча нищих. А они вбухивают миллиарды в борьбу с интернет-страничками.	2015-04-22 14:01:09	12	472	164	photo,link
149625	Депутатская командировка на курорт<br><br>Никак не успокоятся петербургские депутаты. Уже не знают - как денег бюджетных на себя потратить побольше. Уже и на автомобили служебные незаконно больше 100 миллионов потратили. Все им мало. Решили расширить просторы деятельности. В командировку собрались. На Кипр. Куда же еще ездить в командировки летом, как не на Кипр, правда?<br><br>http://suharev.livejournal.com/151114.html	2015-04-22 13:00:23	1	52	14	photo,audio,link
149600	Фоторепортаж из уральского Карабаша, где происходит экологическая катастрофа. Жители этого города редко доживают до 45, но продолжают работать на местном заводе.	2015-04-22 12:00:29	17	67	13	photo,link
149580	Европейский Союз собирается официально обвинить «Газпром» в нарушении антимонопольного законодательства.	2015-04-22 11:00:45	8	42	2	photo,link
149564	Госконтроль качества продуктов питания в России не выдерживает критики, считают эксперты.	2015-04-22 09:00:46	12	96	20	photo,link
149558	ВЦИОМ: ситуация в стране стала лучшей для россиян за последние пять лет.	2015-04-22 07:30:06	5	168	35	photo,link
149538	Лайвблог о дискуссиях в Сети: Коалиция растет. Навальный и «телочки», Ходорковский и «Яблоко».	2015-04-22 00:00:41	16	37	3	photo,link
149519	Создается впечатление, что чиновники перечитали комиксов и в их воспаленном сознании оппозиционеры — эдакие злодеи. Так, вслед за «поджигателями» появились «затопители»: власти Нефтеюганска сваливают вину за затопленный город на Ходорковского.	2015-04-21 23:00:05	24	95	18	photo,link
149507	Касьянов лоббирует «Список Немцова», в который войдут пропагандисты, ответственные за разжигание в стране атмосферы ненависти: Соловьев, Киселев, Мамонтов, Добродеев, Кулистиков и другие. Против них предлагается применить «закон Магнитского», то есть запретить им въезд в США и заморозить их тамошние активы.	2015-04-21 22:00:35	12	115	12	photo,link
149498	РБК собрал наиболее яркие цитаты премьер-министра, который сегодня отчитался перед Госдумой о проделанной правительством работе в 2014 году. Как работали, так и отчитался.	2015-04-21 21:01:21	8	50	11	photo,link
149484	Советовавший россиянам «меньше есть» депутат Гаффнер оказался должен почти 200 миллионов, узнали СМИ.	2015-04-21 20:01:00	2	114	27	photo,link
149470	Сечин уже шантажирует правительство. Требует денег для «Роснефти» из Фонда национального благосостояния до 1 июня.	2015-04-21 19:01:00	7	67	16	photo,link
149466	Почему ставка на традиционные энергоносители – проигрышная стратегия, рассказывает экономист, директор Института энергоэффективных технологий в строительстве Владимир Сидорович.	2015-04-21 18:00:04	2	53	6	photo,link
149453	Армии требуется не более четверти имеющихся призывников. Желающих служить на данный момент, вероятно, немногим больше. Таким образом, система уклонения от службы существует и процветает, ежегодно принимая от родителей миллиарды рублей. И словно всех все устраивает.	2015-04-21 17:00:49	5	77	8	photo,link
149429	Общественная благотворительная организация помощи беженцам и вынужденным переселенцам «Гражданское содействие» включена в реестр НКО — иностранных агентов.	2015-04-21 15:00:42	5	39	7	photo,link
149410	Никакое силовое ведомство не захочет быть отлученным от бюджетной кормушки. Вот и главе ФСКН Иванову приходится выдумывать себе очередные «ветряные мельницы» для борьбы. Сегодня глава ФСКН обвинил создателей «спайсов» в «цветных революциях».	2015-04-21 14:01:27	21	76	13	photo,link
149401	Ленточки, каждая вторая машина на улице едет «на Берлин», патриотические концерты... И на этом фоне — два миллиона бойцов, судьба которых неизвестна. Десятки тысяч до сих пор не похоронены. Мне рассказывали про фермера в Ленинградской области, который у себя на поле нашел останки погибших в большом количестве, бегал как ошпаренный от военкомата до администрации и обратно с просьбой помочь организовать захоронение, да так никого и не заинтересовал.	2015-04-21 13:00:52	7	117	31	photo,link
149391	Канал «Россия 1» планирует в эти выходные показать фильм, посвященный 15-летию нахождения Путина у власти. Не вдаваясь в подробности и зная стиль кремлевских каналов, это наверняка будет нечто вроде этого:	2015-04-21 12:00:38	13	136	16	photo,link
149349	Новосибирцы пишут, что у них на ГУМе вывесили огромный баннер, приуроченный к грядущему Дню Победы. Только вот на изображении почему-то красуются не ветераны, а местные депутаты. https://vk.com/typical_nsk?w=wall-32258596_2613234	2015-04-21 10:35:09	22	134	22	photo
149288	Росстат предложил штрафовать людей, которые откажутся принимать участие в переписи населения. Штраф подразумевается небольшой, от 100 до 300 рублей. По мнению агентства, эта мера должна резко снизить процент отказников.	2015-04-21 09:00:20	36	35	7	photo,link
149262	Демократическая коалиция. Уже шесть партий и конкретные планы.	2015-04-21 07:30:17	31	172	19	photo,link
149213	Споры вокруг пчёлкинга не утихают. В связи с чем мы хотим провести опрос: а вы бы разрешили своей дочери подросткового возраста (13-16 лет) танцевать тверк?	2015-04-21 01:30:02	84	36	7	photo,poll
149202	Либертарианская партия России приняла решение войти в коалицию оппозиционных партий, создаваемую на базе РПР-Парнас для участия в выборах 2015-2016 годов.	2015-04-20 23:55:09	10	96	8	photo,link
149194	Политические заключенные бывают разные. Дела некоторых находятся на слуху, но куда большее количество не получают широкой огласки. Владимир Акименков делает очень важное и нужное дело — помогает тем, кто за свои взгляды и противостояние власти оказался за решеткой.	2015-04-20 23:00:28	3	69	9	photo,link
149179	МЧС отказало волонтерам в помощи для Хакасии из-за того, что «все машины на Донбассе».	2015-04-20 22:01:08	10	248	73	photo,link
149170	Предприниматели не спешат раскрывать свои зарубежные активы в рамках принятого курса на деофшоризацию экономики. Для них уже и сроки сдвинули, и думают о всяческих поблажках, но повлияет ли все это на их решение — большой вопрос.	2015-04-20 21:00:27	2	32	2	photo,link
149165	Расследование «Ведомостей» на тему того, что среди крупнейших налоговых должников зачастую числится очень много власть имущих, пользующихся своим привилегированным положением, чтобы уклониться от платы по счетам.	2015-04-20 20:00:36	3	65	14	photo,link
149156	В полку удивительно талантливых детей российских чиновников прибыло. Сын первого вице-спикера ГД Александра Жукова Петр займется разработкой систем управления предприятиями. Импортозамещение софта, все дела.	2015-04-20 19:00:55	6	130	33	photo,link
149146	Что могли понять телезрители из прямой линии с Владимиром Путиным. Раздваивающаяся реальность: россияне на грани психического расстройства.	2015-04-20 18:00:54	8	55	8	photo,link
149127	Экологическая катастрофа на Истринском водохранилище. Оно почти пересохло. Осталась лишь протока шириной 1 метр.	2015-04-20 16:00:52	6	58	14	photo,link
149099	Тут Путин рассказал, что ему не нравится работать президентом.	2015-04-20 14:02:52	13	70	8	photo,link
149078	В России хотят создать реестр подкупавших чиновников фирм. Предполагается, что он поможет организаторам тендеров более тщательно подойти к выбору исполнителя.	2015-04-20 13:01:07	11	44	5	photo,link
149060	По новым правилам с 1 мая сайты с пиратским контентом будут блокировать навсегда. Осталось всего 10 дней.	2015-04-20 12:05:01	27	95	17	photo,link
149047	Депутата Заксобрания Ленобласти Владимира Петрова обвиняют в жестоком обращении с животными. За то, что он месяц держал двух поросят в нечеловеческих условиях: одного кормил на сумму МРОТ (минимальный размер оплаты труда), а другого только продуктами из набора «продовольственной корзины». Через месяц эксперимент пришлось прекратить, т.к. один из поросят потерял 8 кг, что составляет 20% его веса.	2015-04-20 10:42:30	15	190	59	photo,link
149031	По сообщениям СМИ, площади лесных пожаров в Сибири прекратили увеличиваться и даже начали сокращаться. Очень на это надеемся. А меж тем, обозреватель «Новой газеты» пытался ответить на извечные российские вопросы: кто виноват и что делать?	2015-04-20 09:35:18	6	36	4	photo,link
148993	Российские суды будут перенимать «положительный опыт» у судебной системы Северной Кореи. Сотрудничество уже началось: делегация во главе с председателем Верховного суда РФ Вячеславом Лебедевым посетила Северную Корею, где провела встречу с председателем Верховного суда КНДР Пак Мён Чером.	2015-04-19 21:51:18	16	153	69	photo,link,poll
148979	Новосибирцы «поблагодарили» Путина за подорожание продуктов. Сегодня в центре города прошла акция под названием «Дорогой Путин».	2015-04-19 20:36:34	19	140	22	photo,link
148974	В Перми участников митинга за отставку губернатора Пермского края Виктора Басаргина пытались заглушить записями из колонок. Через дорогу от площади возле Дома Культуры имени Солдатова, где прошла акция, установили звуковую аппаратуру. Из нее на протяжении всего мероприятия доносились дискредитирующие речи в адрес местных оппозиционеров.	2015-04-19 20:00:40	12	60	12	photo,link
148960	Пять строителей космодрома Восточный вновь отказались выходить на работу, пока перед ними не будут погашены все долги. «С января по сегодняшнее число мы получили всего 10 тысяч. Наша бригада 40 человек. Больше никаких выплат мы не получали. На сегодняшний день мы впятером не выходим на работу по причине невыплаты заработной платы.  Начальство нас только завтраками кормит, мол, подождите, поработайте. Но мы уже устали ждать, на работу не выходим».	2015-04-19 17:00:44	8	70	12	photo,link
148926	Агрессивный «патриот» С.Кургинян обклеил школы и детсады стенгазетами, восхваляющими Сталина.	2015-04-19 12:00:31	8	46	9	photo,link
148903	В Совете Федерации предложили ужесточить правила призыва: теперь военкомат не будет волновать, получил ли ты вовремя повестку или нет, если ты не пришел до конца срока, указанного в ней, то ты — уклонист.	2015-04-19 11:00:19	30	97	31	photo,link
148890	18 апреля 2015 года в гостинице Молодёжная состоялся круглый стол, на котором были оглашены результаты достигнутой договоренности об объединении в коалицию и выдвижении единого списка кандидатов на выборах 2015-2016 гг. Смотрите репортаж Свободных Новостей.	2015-04-19 08:40:05	11	102	9	video
148861	Сегодня вечером гражданские активисты полностью восстановили  народный мемориал на Немцовом-мосту.	2015-04-18 23:55:06	0	153	11	photo,link
148838	История о том, как вологодское отделение Пенсионного Фонда покупает новое здание за 350 млн рублей, получила продолжение. Теперь в это новое здание хотят установить систему видеоконференцсвязи. За 20 млн. Чувствуете, как в наших карманах стало ветренее и свободнее?	2015-04-18 23:00:06	11	130	35	photo,link
148820	К коалиции РПР-Парнас и Партии Прогресса присоединились Демвыбор, Гражданская Инициатива и Партия 5 декабря. Все 5 партий пойдут на выборы единым списком. Кроме того, решение о создании предвыборной коалиции поддержал Михаил Ходорковский.	2015-04-18 22:00:23	16	152	23	photo,link
148801	Россия поможет Греции с ее долгами, выделив 5 млрд евро.	2015-04-18 21:00:21	38	454	111	photo,link
148792	Вакансий мечты пост.	2015-04-18 20:00:29	10	71	7	photo,link
148788	Возмутительная история о том, как Музей-усадьбу Архангельское собираются превратить в своеобразное торгово-фастфудное пространство.	2015-04-18 19:00:51	4	42	12	photo,link
148781	Согласно исследованию, почти половина россиян, 44%, стали меньше тратить на продукты питания и товары повседневного спроса. Кому-то наверху, пожалуй, пора снять с глаз розовые очки и начать работать.	2015-04-18 18:00:35	7	69	11	photo,link
148770	К Наталье Пелевиной, одной из создателей «Списка Магнитского», пришли с обыском по постановлению судьи из «Списка Магнитского».	2015-04-18 17:00:55	7	128	24	photo,link
148764	Полгода назад завершилась реконструкция проспекта Ленина в Самаре, которая обошлась бюджету города в 178 млн руб. Сегодня проспекту снова нужен ремонт: тротуарная плитка треснула и местами провалилась, бордюры разрушились. Члены #ПартияПрогресса обратились в прокуратуру с требованием провести проверку по факту неисполнения гарантийных обязательств, а также возможного нецелевого расходования бюджетных средств.	2015-04-18 16:00:48	6	86	12	photo,link
148742	Следователи допрашивают жертвователей ФБК в Петербурге<br><br>Вот и до Петербурга добрались следователи в бесплодных попытках найти хоть кого-то, кто жертвовал деньги на избирательную кампанию Алексея Навального.<br><br>Почти год представители чешского жулика в погонах пытаются найти хоть одного "потерпевшего". Сотни допросов, обыски, муниципальный депутат Константин Янкаускас сидит под домашним арестом, Николай Ляскин - под подпиской о невыезде. А они всё "потерпевшего" ищут. До Петербурга вот добрались.<br><br>Понятно, что многие вполне обоснованно опасаются давления со стороны следователей. Понятно, что людей, которые нам помогают, мы не бросим и не дадим в обиду. Совместно с Командой-29 мы готовы оказать всю необходимую юридическую помощь людям, которых следователи вызывают на допрос.<br><br>Если Вас вызвали на допрос - пишите нам на электронную почту suharev@fbk.info <br><br>http://suharev.livejournal.com/150653.html	2015-04-18 14:01:21	3	41	6	photo,link
148736	Похоже, Чемпионат мира по футболу претендует на олимпийские планки. Правда, не по триумфальности нашего спорта (тут давно уже никаких иллюзий), а по объёмам потраченных средств.	2015-04-18 13:00:26	6	55	10	photo,link
148728	Йод собрал информацию обо всех кризисных сокращениях и увольнениях в России в одну инфографику.	2015-04-18 12:00:05	2	74	14	photo,link
148696	Шендерович о полпреде президента, который обвинил в лесных пожарах «специально обученных оппозиционеров-поджигателей».	2015-04-18 09:00:21	6	75	13	photo,link
148686	Навальный об объединении оппозиции для участия в выборах: «Это не Партия Прогресса идет по спискам Парнаса, это вся оппозиция идет по спискам Парнаса».	2015-04-18 07:30:11	32	123	10	photo,link
148660	«Демократический выбор» и Партия 5 декабря присоединились к коалиции «Партии прогресса» и РПР-ПАРНАС.	2015-04-18 01:30:04	19	191	26	photo,link
148656	Судостроительный комплекс «Звезда» в Приморье, необходимый для Газпрома и Роснефти, строится с 2009 года. Средства ежегодно расходуются с постоянством, достойным лучшего применения. Однако дело еще далеко от завершения. А на днях уголовное дело возбуждено о хищении 4 миллиардов.	2015-04-17 23:55:04	2	69	10	photo,link
148632	Депутат от КПРФ Ширшов, находящийся уже около года в СИЗО по обвинению в торговле мандатами, оказывается, продолжает участвовать в заседаниях и даже иногда голосовать. Прямо мистика какая-то.	2015-04-17 23:00:01	2	83	16	photo,link
148615	Сибирский полпред возложил вину за пожары в Забайкалье на «оппозиционеров-поджигателей». Удобно устроились: а) назначим на руководящие посты некомпетентных людей, не способных справиться с базовыми задачами государственного управления. б) всё разваливаем, в) всё разворовываем, г) обвиняем во всём оппозиционеров-поджигателей. Кстати, у этого человека, всю жизнь бывшего при погонах, на двоих с женой ВНЕЗАПНО оказалось 53 объекта недвижимости.	2015-04-17 22:01:11	8	133	34	photo,link
148594	«Партия прогресса» и РПР-ПАРНАС пойдут на выборы в Госдуму вместе, в составе общего политического блока.	2015-04-17 20:59:40	48	172	19	photo,link
148584	В декларациях 47 высокопоставленных российских чиновников нашлось место зарубежной недвижимости. Разглагольствовать о том, какая Европа «порочная» — это одно, а ездить туда и наслаждаться этими «пороками» — совсем другое. Как обычно.	2015-04-17 20:00:49	2	98	23	photo,link
148569	Анатолий Канюков: «Вся система поддержки нынешней российской власти – напрочь гнилая, основана на обманах и мифах. Мы думаем о том, что искренняя поддержка режима все-таки существует, а ее просто нет. Видите человека в интернете, истерически прославляющего Путина или Шойгу? Скорее всего, это кремлебот, оплаченный из бюджета».	2015-04-17 19:00:35	15	89	11	photo,link
148556	В Японии поезд на магнитной подушке поставил рекорд скорости — 590 км/ч.	2015-04-17 18:00:32	9	109	19	photo,link
148527	Споря о повышении пенсионного возраста, многие ссылаются на опыт Европы, где на пенсию выходят поздно. Однако нельзя забывать и про то, сколько лет человек живет после того, как вышел на пенсию. Если посмотреть на данные ВОЗ о средней продолжительности жизни в России, при поднятии планки до 65 лет получится, что женщина проживет на пенсии 9 лет, а мужчина выйдет на пенсию через 3 года после смерти (!!!).	2015-04-17 16:00:44	29	93	25	photo,link
